water_node_id,province_name,basin_code,longitude,latitude,source,year_basis
WC_0051_0016_F,四川省,F,103.29820122299631,32.78581890219495,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0017_D,青海省,D,102.87710323537858,34.915167035596404,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0017_F,甘肃省,F,103.4782473452098,34.25,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0018_D,青海省,D,102.74702574634993,36.61456851132348,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0018_K,甘肃省,K,102.87970704432468,37.587032734830295,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0019_K,内蒙古自治区,K,102.89943078575438,38.73974576765326,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0020_K,内蒙古自治区,K,103.20112453514167,40.87436704884149,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0011_H,云南省,H,105.11601355611992,23.75,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0011_J,云南省,J,104.9362637980214,23.250000000000004,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0012_H,云南省,H,105.0413664394705,25.103848231702848,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0013_F,云南省,F,105.2178883359911,27.140422779102717,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0013_H,贵州省,H,104.70080192847101,26.329493418370337,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0014_F,四川省,F,105.02169882212557,29.00794026724265,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0015_F,四川省,F,105.04012895255151,31.00405816446701,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0016_F,甘肃省,F,105.09247006357363,32.83683998861047,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0017_D,甘肃省,D,105.06814088886048,35.232510291365536,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0017_F,甘肃省,F,105.01944813649924,34.25,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0018_D,宁夏回族自治区,D,105.27531365990873,36.9405508923571,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0018_K,内蒙古自治区,K,104.94168092721027,37.75,data/water/*_qtot_*.nc,static_hydrology_grid
