plant_id,plant_index,plant_site,unit_count,total_capacity_mw,mean_commission_year,retirement_year,province_mode,dominant_combustion,dominant_cooling_technology,combustion_mix,capacity_mw_once_through,capacity_mw_recirculating,capacity_mw_air,weighted_water_intensity_m3_per_mwh,quota_intensity_m3_per_mwh,air_consumption_intensity_m3_per_mwh,air_consumption_ccs_intensity_m3_per_mwh,already_air_share,requires_water_supply,centroid_latitude,centroid_longitude,source,year_basis,coast_distance_km,seawater_cooled,freshwater_intensity_m3_per_mwh,withdrawal_intensity_m3_per_mwh,consumption_intensity_m3_per_mwh,withdrawal_ccs_intensity_m3_per_mwh,consumption_ccs_intensity_m3_per_mwh,quota_ccs_intensity_m3_per_mwh
P0062,62,H350_061,4,970.0,2016.5,2056,Xinjiang,subcritical,recirculating,subcritical:0.500;supercritical:0.500,0.0,970.0,0.0,1.85,2.8392,0.1711,0.3239,0.0,True,41.905733500000004,86.38826449999999,inputs/plants_unit.csv,2025,2677.34,False,1.85,2.2234,1.7213,4.243,3.2242,4.3421
P0063,63,H350_062,6,1760.0,2014.1666666666667,2054,Ningxia,subcritical,Air,subcritical:0.667;supercritical:0.333,0.0,0.0,1760.0,0.37,0.6223,0.1841,0.3401,1.0,True,38.5674425,105.99086423333331,inputs/plants_unit.csv,2025,1009.54,False,0.37,0.222,0.1841,0.4341,0.3401,0.7783
P0064,64,H350_063,12,4180.0,2004.5833333333333,2044,Shandong,subcritical,recirculating,subcritical:0.750;ultra-supercritical:0.167;CFB:0.083,0.0,4180.0,0.0,1.85,2.4914,0.1747,0.3253,0.0,True,37.390696166666665,116.30790365000001,inputs/plants_unit.csv,2025,154.33,False,1.85,2.0795,1.7732,4.1721,3.2963,4.0145
P0065,65,H350_064,20,3375.0,2015.55,2055,Xinjiang,subcritical,recirculating,subcritical:0.700;supercritical:0.200;CFB:0.100,0.0,3375.0,0.0,1.85,2.9037,0.1879,0.3449,0.0,True,44.51353533,84.88765941000001,inputs/plants_unit.csv,2025,2796.83,False,1.85,2.2737,1.8891,4.3982,3.4717,4.4863
P0066,66,H350_065,18,8826.0,2015.388888888889,2055,Fujian,ultra-supercritical,once-through,ultra-supercritical:0.333;CFB:0.222;supercritical:0.222;subcritical:0.222,8566.0,260.0,0.0,0.3942,0.497,0.1464,0.2878,0.0,True,25.21517051111111,119.05258655555556,inputs/plants_unit.csv,2025,2.07,True,0.0545,0.068,0.0592,0.1329,0.1075,0.5453
P0067,67,H350_066,14,7680.0,2011.9285714285713,2051,Hebei,supercritical,recirculating,supercritical:0.429;ultra-supercritical:0.286;subcritical:0.286,3760.0,3320.0,600.0,1.0,1.339,0.149,0.2919,0.0781,True,39.97792042857143,119.67226051428575,inputs/plants_unit.csv,2025,4.64,True,0.8286,0.8692,0.6827,1.7334,1.3059,1.9622
P0068,68,H350_067,5,4045.0,2020.4,2060,Zhejiang,ultra-supercritical,once-through,ultra-supercritical:0.800;subcritical:0.200,4000.0,45.0,0.0,0.3667,0.3817,0.1209,0.2512,0.0,True,27.43325004,120.60543628,inputs/plants_unit.csv,2025,3.94,True,0.0206,0.0257,0.0224,0.0502,0.0406,0.3999
P0069,69,H350_068,10,4000.0,2016.6,2056,Shaanxi,supercritical,Air,supercritical:0.800;subcritical:0.200,0.0,0.0,4000.0,0.37,0.546,0.172,0.325,1.0,True,34.81815216,109.10067892,inputs/plants_unit.csv,2025,863.25,False,0.37,0.216,0.172,0.422,0.325,0.699
P0070,70,H350_069,18,5920.0,2012.7222222222222,2052,Shandong,subcritical,recirculating,subcritical:0.500;ultra-supercritical:0.222;CFB:0.167;supercritical:0.111,1135.0,4785.0,0.0,1.5624,2.0016,0.152,0.2946,0.0,True,35.294208722222216,115.56860472222223,inputs/plants_unit.csv,2025,336.84,False,1.5624,20.5433,1.3919,36.7926,2.5754,3.1851
P0071,71,H350_070,10,5000.0,2009.5,2049,Guizhou,subcritical,recirculating,subcritical:0.800;supercritical:0.200,0.0,5000.0,0.0,1.85,2.434,0.1888,0.346,0.0,True,26.182950060000003,104.54053203999999,inputs/plants_unit.csv,2025,618.61,False,1.85,2.2764,1.898,4.4064,3.4848,4.0208
P0072,72,H350_071,4,1600.0,2006.75,2046,Heilongjiang,subcritical,recirculating,subcritical:0.500;supercritical:0.500,0.0,1600.0,0.0,1.85,2.5625,0.17,0.3225,0.0,True,46.6215169,131.41872039999998,inputs/plants_unit.csv,2025,944.49,False,1.85,2.22,1.71,4.2325,3.2075,4.06
P0073,73,H350_072,17,2045.0,2009.4705882352941,2049,Liaoning,subcritical,recirculating,subcritical:0.647;supercritical:0.353,700.0,1345.0,0.0,1.3366,2.1257,0.1824,0.338,0.0,True,41.25218117647059,123.4034578352941,inputs/plants_unit.csv,2025,125.88,False,1.3366,31.9379,1.519,58.2078,2.6339,3.2406
P0074,74,H350_073,24,8130.0,2011.3333333333333,2051,Shaanxi,subcritical,Air,subcritical:0.667;ultra-supercritical:0.250;supercritical:0.083,0.0,990.0,7140.0,0.5502,0.8282,0.1545,0.2983,0.8782,True,39.17701975,110.42589608333333,inputs/plants_unit.csv,2025,623.04,False,0.5502,0.4411,0.3749,0.8843,0.6989,1.1522
P0075,75,H350_074,4,1980.0,2013.5,2053,Henan,subcritical,recirculating,subcritical:0.500;ultra-supercritical:0.500,0.0,1980.0,0.0,1.85,2.4667,0.1467,0.2867,0.0,True,33.5464985,114.316042,inputs/plants_unit.csv,2025,476.71,False,1.85,1.8233,1.51,3.7967,2.9033,3.86
P0076,76,H350_075,11,2840.0,2011.7272727272727,2051,Guangxi,subcritical,once-through,subcritical:0.545;CFB:0.364;supercritical:0.091,2650.0,190.0,0.0,0.4504,0.6548,0.1906,0.3482,0.0,True,23.73486028181818,109.2172239,inputs/plants_unit.csv,2025,209.85,False,0.4504,102.3353,1.1618,177.2158,1.6787,1.1717
P0077,77,H350_076,15,7820.0,2013.8666666666666,2053,Xinjiang,ultra-supercritical,recirculating,ultra-supercritical:0.400;supercritical:0.333;subcritical:0.267,0.0,7820.0,0.0,1.85,2.4219,0.1442,0.2852,0.0,True,42.51244766666667,93.31052133333334,inputs/plants_unit.csv,2025,2094.85,False,1.85,1.8945,1.4773,3.8267,2.8573,3.8019
P0078,78,H350_077,13,5210.0,2007.4615384615386,2047,Heilongjiang,subcritical,recirculating,subcritical:0.692;ultra-supercritical:0.154;supercritical:0.154,2370.0,2840.0,0.0,1.1677,1.6386,0.1744,0.3254,0.0,True,45.738477292307685,126.63870604615386,inputs/plants_unit.csv,2025,661.49,False,1.1677,42.0066,1.3294,73.8126,2.3099,2.6191
P0079,79,H350_078,14,8880.0,2015.0714285714287,2055,Guangxi,ultra-supercritical,once-through,ultra-supercritical:0.571;supercritical:0.286;subcritical:0.143,8580.0,300.0,0.0,0.4007,0.4974,0.1341,0.2707,0.0,True,21.687818557142858,108.5689820142857,inputs/plants_unit.csv,2025,0.48,True,0.0625,0.078,0.0679,0.1524,0.1233,0.5528
P0080,80,H350_079,19,4950.0,2010.0,2050,Shandong,subcritical,recirculating,subcritical:0.684;supercritical:0.211;ultra-supercritical:0.105,300.0,4650.0,0.0,1.7591,2.5313,0.1674,0.3165,0.0,True,34.90857122631579,117.27766755263158,inputs/plants_unit.csv,2025,175.75,False,1.7591,9.0008,1.6502,15.914,3.0705,3.9516
P0081,81,H350_080,6,2100.0,2022.1666666666667,2062,Gansu,supercritical,recirculating,supercritical:1.000,0.0,2100.0,0.0,1.85,2.7,0.16,0.31,0.0,True,36.588604333333336,103.91035866666665,inputs/plants_unit.csv,2025,1228.8,False,1.85,2.19,1.61,4.14,3.06,4.15
P0082,82,H350_081,12,2500.0,2010.8333333333333,2050,Liaoning,subcritical,recirculating,subcritical:0.833;supercritical:0.167,0.0,2500.0,0.0,1.85,2.92,0.1888,0.346,0.0,True,41.93595583333334,121.61303683333335,inputs/plants_unit.csv,2025,101.06,False,1.85,2.2764,1.898,4.4064,3.4848,4.5068
P0083,83,H350_082,26,12790.0,2015.1153846153845,2055,Shaanxi,subcritical,Air,subcritical:0.462;ultra-supercritical:0.385;supercritical:0.154,0.0,1070.0,11720.0,0.4938,0.6603,0.1439,0.2836,0.9163,True,39.20309480769231,111.14797504615383,inputs/plants_unit.csv,2025,560.73,False,0.4938,0.3509,0.2953,0.7147,0.5588,0.9238
P0084,84,H350_083,8,2690.0,2001.75,2041,Shaanxi,subcritical,recirculating,subcritical:0.750;supercritical:0.250,0.0,1490.0,1200.0,1.1898,1.7346,0.1822,0.3377,0.4461,True,35.0326723,109.748516175,inputs/plants_unit.csv,2025,799.76,False,1.1898,1.3732,1.1847,2.681,2.16,2.7099
P0085,85,H350_084,21,10050.0,2006.7619047619048,2046,Jiangsu,subcritical,recirculating,subcritical:0.571;ultra-supercritical:0.286;supercritical:0.143,4000.0,6050.0,0.0,1.253,1.7229,0.1544,0.2979,0.0,True,34.37115052380951,117.38812471428571,inputs/plants_unit.csv,2025,174.73,False,1.253,34.2461,1.1694,59.5436,2.1388,2.6923
P0086,86,H350_085,32,9460.0,2014.875,2054,Shaanxi,subcritical,recirculating,subcritical:0.812;ultra-supercritical:0.188,0.0,3100.0,6360.0,0.855,1.2908,0.1665,0.314,0.6723,True,38.661876549999995,110.0859333375,inputs/plants_unit.csv,2025,652.58,False,0.855,0.8781,0.7596,1.7344,1.3921,1.9233
P0087,87,H350_086,9,3050.0,2011.888888888889,2051,Hebei,supercritical,recirculating,supercritical:0.444;CFB:0.333;ultra-supercritical:0.222,0.0,3050.0,0.0,1.85,2.577,0.1473,0.2906,0.0,True,39.96386984444444,117.62799128888888,inputs/plants_unit.csv,2025,88.47,False,1.85,1.9815,1.5002,3.9076,2.8932,3.97
P0088,88,H350_087,9,2850.0,2006.888888888889,2046,Zhejiang,subcritical,once-through,subcritical:0.778;ultra-supercritical:0.222,2520.0,330.0,0.0,0.5237,0.7714,0.1629,0.3091,0.0,True,31.112822777777776,119.90633100000001,inputs/plants_unit.csv,2025,110.06,False,0.5237,87.6612,0.8604,150.6822,1.3272,1.2382
P0089,89,H350_088,39,26450.0,2015.3076923076924,2055,Ningxia,ultra-supercritical,Air,ultra-supercritical:0.564;subcritical:0.256;supercritical:0.179,0.0,1960.0,24490.0,0.4797,0.609,0.1353,0.2717,0.9259,True,38.09433597948717,106.63083476923076,inputs/plants_unit.csv,2025,959.27,False,0.4797,0.3176,0.2531,0.649,0.491,0.8469
P0090,90,H350_089,33,7236.0,2006.2727272727273,2046,Guangdong,subcritical,recirculating,subcritical:0.970;CFB:0.030,4020.0,3216.0,0.0,1.0167,1.549,0.2,0.36,0.0,True,22.942231745454542,113.5348139151515,inputs/plants_unit.csv,2025,18.02,True,0.8222,1.0267,0.8933,2.0044,1.6222,2.2779
P0091,91,H350_090,13,7380.0,2015.8461538461538,2055,Guangdong,ultra-supercritical,once-through,ultra-supercritical:0.538;subcritical:0.462,6060.0,1320.0,0.0,0.6183,0.754,0.136,0.2721,0.0,True,24.69749064615385,113.56754175384616,inputs/plants_unit.csv,2025,212.91,False,0.6183,74.4913,0.6113,128.5229,1.016,1.1587
P0092,92,H350_091,9,7650.0,2021.888888888889,2061,Jiangxi,ultra-supercritical,recirculating,ultra-supercritical:0.889;subcritical:0.111,2000.0,5650.0,0.0,1.4578,1.6592,0.1235,0.2547,0.0,True,27.92697431111111,114.79901501111112,inputs/plants_unit.csv,2025,491.06,False,1.4578,22.8455,1.0225,40.0247,2.0068,2.6435
P0093,93,H350_092,10,4625.0,2008.5,2048,Hunan,subcritical,once-through,subcritical:0.600;ultra-supercritical:0.400,3925.0,700.0,0.0,0.577,0.7566,0.1446,0.2839,0.0,True,29.48292738,113.08135288000001,inputs/plants_unit.csv,2025,714.72,False,0.577,75.8973,0.6563,130.9734,1.0679,1.1682
P0094,94,H350_093,17,1260.0,2021.764705882353,2061,Fujian,subcritical,recirculating,subcritical:0.941;CFB:0.059,0.0,1260.0,0.0,1.85,3.2,0.2,0.36,0.0,True,23.87389818235294,117.65712922941177,inputs/plants_unit.csv,2025,2.66,False,1.85,2.31,2.01,4.51,3.65,4.84
P0095,95,H350_094,7,3210.0,2006.857142857143,2046,Anhui,supercritical,recirculating,supercritical:0.429;subcritical:0.429;ultra-supercritical:0.143,0.0,3210.0,0.0,1.85,2.4396,0.1615,0.3099,0.0,True,31.780410714285715,117.48208799999998,inputs/plants_unit.csv,2025,338.2,False,1.85,2.0983,1.6348,4.0891,3.0938,3.8986
P0096,96,H350_095,10,4670.0,2012.9,2052,Guangdong,subcritical,recirculating,subcritical:0.600;ultra-supercritical:0.400,1200.0,3470.0,0.0,1.4646,1.7713,0.1452,0.2846,0.0,True,24.39771004,116.39166080000003,inputs/plants_unit.csv,2025,106.2,False,1.4646,31.1468,1.2982,53.7811,2.3995,2.8726
P0097,97,H350_096,8,2120.0,1996.0,2036,Gansu,subcritical,recirculating,subcritical:1.000,0.0,1820.0,300.0,1.6406,2.6061,0.2,0.36,0.1415,True,36.7300795,104.7610385,inputs/plants_unit.csv,2025,1151.27,False,1.6406,2.0157,1.7539,3.9355,3.1844,4.0366
P0098,98,H350_097,52,24420.0,2017.3461538461538,2057,Xinjiang,ultra-supercritical,recirculating,ultra-supercritical:0.423;subcritical:0.308;supercritical:0.269,0.0,23760.0,660.0,1.81,2.4401,0.1447,0.285,0.027,True,44.78648652673076,89.16161844384615,inputs/plants_unit.csv,2025,2451.09,False,1.81,1.7989,1.4376,3.6942,2.7808,3.7833
P0099,99,H350_098,3,1000.0,2005.0,2045,Sichuan,subcritical,recirculating,subcritical:0.667;supercritical:0.333,0.0,1000.0,0.0,1.85,2.54,0.176,0.33,0.0,True,29.5345342,105.03624913333333,inputs/plants_unit.csv,2025,911.3,False,1.85,2.238,1.77,4.288,3.296,4.066
P0100,100,H350_099,6,3180.0,2008.0,2048,Jiangxi,supercritical,recirculating,supercritical:0.667;subcritical:0.333,0.0,3180.0,0.0,1.85,2.416,0.1675,0.3194,0.0,True,28.343205299999997,117.10249263333333,inputs/plants_unit.csv,2025,304.55,False,1.85,2.2126,1.6855,4.2098,3.1713,3.9018
P0101,101,H350_100,11,4870.0,2014.7272727272727,2054,Qinghai,ultra-supercritical,recirculating,ultra-supercritical:0.455;subcritical:0.364;supercritical:0.182,0.0,4870.0,0.0,1.85,2.4906,0.14,0.2783,0.0,True,36.79799763636363,101.65731172727273,inputs/plants_unit.csv,2025,1418.35,False,1.85,1.7981,1.4443,3.7318,2.8063,3.8526
P0102,102,H350_101,6,2520.0,2009.0,2049,Hunan,subcritical,once-through,subcritical:0.667;ultra-supercritical:0.333,1920.0,600.0,0.0,0.7071,0.9795,0.1581,0.3024,0.0,True,29.594144733333334,111.3662008,inputs/plants_unit.csv,2025,790.45,False,0.7071,71.6548,0.8932,123.4905,1.4707,1.557
P0103,103,H350_102,14,3800.0,2017.4285714285713,2057,Inner Mongolia,subcritical,recirculating,subcritical:0.786;supercritical:0.214,0.0,1820.0,1980.0,1.0788,1.6229,0.1857,0.3421,0.5211,True,39.71318328571429,109.88846628571426,inputs/plants_unit.csv,2025,674.52,False,1.0788,1.2006,0.9863,2.3194,1.8184,2.455
P0104,104,H350_103,8,4540.0,2020.625,2060,Inner Mongolia,ultra-supercritical,Air,ultra-supercritical:0.500;supercritical:0.250;subcritical:0.250,0.0,0.0,4540.0,0.37,0.5023,0.1473,0.2883,1.0,True,44.8662699,118.61048794999999,inputs/plants_unit.csv,2025,491.03,False,0.37,0.1804,0.1473,0.3799,0.2883,0.6433
P0105,105,H350_104,4,1300.0,2005.0,2045,Liaoning,subcritical,recirculating,subcritical:1.000,700.0,600.0,0.0,1.0423,1.51,0.2,0.36,0.0,True,39.97204075,124.23231075,inputs/plants_unit.csv,2025,5.29,True,0.8538,1.0662,0.9277,2.0815,1.6846,2.2669
P0106,106,H350_105,25,10550.0,2009.0,2049,Hubei,subcritical,once-through,subcritical:0.680;ultra-supercritical:0.160;supercritical:0.160,8890.0,1660.0,0.0,0.586,0.813,0.1599,0.3061,0.0,True,30.616741076000004,114.61112130400001,inputs/plants_unit.csv,2025,587.54,False,0.586,79.0015,0.843,138.0924,1.3002,1.2702
P0107,107,H350_106,19,4640.0,2008.7368421052631,2048,Liaoning,subcritical,recirculating,subcritical:0.684;supercritical:0.316,820.0,3820.0,0.0,1.5849,2.3606,0.1819,0.3374,0.0,True,39.02835461052631,121.70680362105261,inputs/plants_unit.csv,2025,0.81,True,1.5231,1.8475,1.4737,3.5455,2.7379,3.6248
P0108,108,H350_107,13,4720.0,2011.5384615384614,2051,Guangdong,subcritical,once-through,subcritical:0.846;ultra-supercritical:0.154,4420.0,300.0,0.0,0.4453,0.6267,0.1797,0.332,0.0,True,21.178269200000003,110.43623373846152,inputs/plants_unit.csv,2025,0.14,True,0.1176,0.1468,0.1278,0.2867,0.232,0.7309
P0109,109,H350_108,13,8340.0,2019.2307692307693,2059,Shaanxi,supercritical,Air,supercritical:0.462;ultra-supercritical:0.231;ultra-supercritical/CCS:0.154;subcritical:0.154,0.0,400.0,7940.0,0.441,0.5931,0.1396,0.2789,0.952,True,35.14298256153846,107.89730960769232,inputs/plants_unit.csv,2025,945.89,False,0.441,0.2772,0.2264,0.5675,0.4367,0.8034
P0110,110,H350_109,24,13260.0,2014.5833333333333,2054,Guizhou,subcritical,recirculating,subcritical:0.417;supercritical:0.417;ultra-supercritical:0.167,0.0,13260.0,0.0,1.85,2.4054,0.1701,0.3207,0.0,True,25.310301483333333,104.76878606666668,inputs/plants_unit.csv,2025,532.16,False,1.85,2.1229,1.7213,4.1681,3.2214,3.9055
P0111,111,H350_110,4,122.8,2022.5,2062,Guangxi,CFB,recirculating,CFB:1.000,0.0,122.8,0.0,1.85,3.2,0.2,0.36,0.0,True,22.4336885,109.99253175,inputs/plants_unit.csv,2025,84.38,False,1.85,2.31,2.01,4.51,3.65,4.84
P0112,112,H350_111,10,8520.0,2017.4,2057,Guangdong,ultra-supercritical,once-through,ultra-supercritical:0.800;supercritical:0.200,8520.0,0.0,0.0,0.35,0.3707,0.1256,0.2585,0.0,False,22.7571696,115.7273668,inputs/plants_unit.csv,2025,7.2,True,0.0,0.0,0.0,0.0,0.0,0.3707
P0113,113,H350_112,9,4000.0,2008.6666666666667,2048,Inner Mongolia,subcritical,recirculating,subcritical:0.778;supercritical:0.222,0.0,1480.0,2520.0,0.9176,1.2377,0.1868,0.3435,0.63,True,42.22019666666666,116.21173066666665,inputs/plants_unit.csv,2025,368.53,False,0.9176,0.993,0.8565,1.939,1.5608,1.942
P0114,114,H350_113,12,6160.0,2019.5833333333333,2059,Guangxi,subcritical,once-through,subcritical:0.333;ultra-supercritical:0.333;supercritical:0.167;CFB:0.167,5960.0,200.0,0.0,0.3987,0.4721,0.1395,0.2779,0.0,True,21.59652003333333,109.61024596666668,inputs/plants_unit.csv,2025,0.18,True,0.0601,0.075,0.0653,0.1464,0.1185,0.5253
P0115,115,H350_114,15,2190.0,2011.8,2051,Shandong,subcritical,recirculating,subcritical:0.667;supercritical:0.267;CFB:0.067,700.0,1490.0,0.0,1.3705,2.174,0.1744,0.328,0.0,True,34.988247133333324,118.2819026,inputs/plants_unit.csv,2025,83.61,False,1.3705,29.9488,1.4602,54.568,2.5664,3.2802
P0116,116,H350_115,6,820.0,2011.0,2051,Liaoning,subcritical,recirculating,subcritical:0.667;supercritical:0.333,700.0,120.0,0.0,0.5695,0.8866,0.1659,0.3173,0.0,True,41.17928143333334,122.04982786666666,inputs/plants_unit.csv,2025,23.37,True,0.2707,0.338,0.2941,0.66,0.5341,1.1266
P0117,117,H350_116,6,2320.0,2004.8333333333333,2044,Henan,subcritical,recirculating,subcritical:0.667;supercritical:0.333,0.0,2320.0,0.0,1.85,2.6095,0.1793,0.3341,0.0,True,33.21598703333334,112.59986043333333,inputs/plants_unit.csv,2025,640.88,False,1.85,2.2479,1.8031,4.3186,3.3448,4.1512
P0118,118,H350_117,24,5440.0,2010.125,2050,Liaoning,subcritical,recirculating,subcritical:0.917;supercritical:0.083,700.0,4740.0,0.0,1.657,2.5517,0.1949,0.3536,0.0,True,41.817224116666665,123.71805184166665,inputs/plants_unit.csv,2025,179.09,False,1.657,13.4521,1.8401,24.7096,3.2897,4.0013
P0119,119,H350_118,17,5740.0,2010.235294117647,2050,Guizhou,subcritical,recirculating,subcritical:0.765;CFB:0.118;ultra-supercritical:0.118,0.0,5740.0,0.0,1.85,2.6,0.1816,0.3347,0.0,True,26.63320383529412,105.02177205882354,inputs/plants_unit.csv,2025,628.61,False,1.85,2.1421,1.8375,4.2639,3.3924,4.1549
P0120,120,H350_119,8,4700.0,2007.0,2047,Inner Mongolia,supercritical,Air,supercritical:0.750;subcritical:0.250,0.0,0.0,4700.0,0.37,0.5087,0.1702,0.3228,1.0,True,48.5947915,119.81555575,inputs/plants_unit.csv,2025,868.54,False,0.37,0.2151,0.1702,0.4202,0.3228,0.6613
P0121,121,H350_120,8,6760.0,2015.125,2055,Guangdong,ultra-supercritical,once-through,ultra-supercritical:0.500;subcritical:0.250;ultra-supercritical/CCS:0.250,6100.0,660.0,0.0,0.4964,0.5794,0.1278,0.2607,0.0,True,22.7171561,114.86316415,inputs/plants_unit.csv,2025,1.89,True,0.1806,0.2255,0.1962,0.4403,0.3564,0.7396
P0122,122,H350_121,21,7390.0,2014.5238095238096,2054,Shaanxi,subcritical,recirculating,subcritical:0.524;ultra-supercritical:0.286;supercritical:0.190,0.0,790.0,6600.0,0.5282,0.757,0.1361,0.2731,0.8931,True,38.22282690476191,109.62005655238094,inputs/plants_unit.csv,2025,697.27,False,0.5282,0.3923,0.3296,0.799,0.6248,1.0522
P0123,123,H350_122,18,6728.0,2013.611111111111,2053,Hebei,supercritical,recirculating,supercritical:0.500;subcritical:0.500,1800.0,4928.0,0.0,1.4487,2.0505,0.1795,0.3343,0.0,True,36.70211735555555,114.46096423333331,inputs/plants_unit.csv,2025,335.64,False,1.4487,27.8955,1.5719,49.7392,2.7853,3.2639
P0124,124,H350_123,23,11670.0,2009.2173913043478,2049,Henan,subcritical,recirculating,subcritical:0.478;ultra-supercritical:0.348;supercritical:0.174,0.0,11670.0,0.0,1.85,2.3928,0.1501,0.2925,0.0,True,34.562298121739126,113.31786984347825,inputs/plants_unit.csv,2025,543.75,False,1.85,1.9075,1.5367,3.8781,2.9448,3.8009
P0125,125,H350_124,37,11910.0,2010.8108108108108,2050,Xinjiang,subcritical,recirculating,subcritical:0.676;supercritical:0.216;ultra-supercritical:0.108,0.0,11810.0,100.0,1.8376,2.6113,0.1668,0.3156,0.0084,True,44.02529907567568,87.58797759459459,inputs/plants_unit.csv,2025,2574.22,False,1.8376,2.0482,1.6778,4.0714,3.1507,4.0842
P0126,126,H350_125,34,17212.0,2007.735294117647,2047,Jiangsu,subcritical,recirculating,subcritical:0.529;ultra-supercritical:0.324;supercritical:0.118;ultra-supercritical/CCS:0.029,13840.0,3372.0,0.0,0.6439,0.8264,0.1417,0.2805,0.0,True,32.21680167647058,119.5260382647059,inputs/plants_unit.csv,2025,136.44,False,0.6439,69.9349,0.6571,121.4353,1.092,1.2613
P0127,127,H350_126,7,1750.0,2015.142857142857,2055,Hebei,subcritical,recirculating,subcritical:0.571;supercritical:0.286;CFB:0.143,0.0,1750.0,0.0,1.85,2.7171,0.184,0.34,0.0,True,40.78629914285714,117.81527714285714,inputs/plants_unit.csv,2025,176.09,False,1.85,2.262,1.85,4.362,3.414,4.2811
P0128,128,H350_127,4,970.0,2019.75,2059,Xinjiang,supercritical,recirculating,supercritical:0.500;subcritical:0.500,0.0,970.0,0.0,1.85,2.8392,0.1711,0.3239,0.0,True,37.21687335,79.94897945,inputs/plants_unit.csv,2025,3268.49,False,1.85,2.2234,1.7213,4.243,3.2242,4.3421
P0129,129,H350_128,57,13430.0,2010.7719298245613,2050,Inner Mongolia,subcritical,recirculating,subcritical:0.895;supercritical:0.070;ultra-supercritical:0.035,0.0,7250.0,6180.0,1.169,1.8253,0.188,0.344,0.4602,True,39.44216274385965,106.8149754842105,inputs/plants_unit.csv,2025,935.79,False,1.169,1.3325,1.1275,2.5924,2.0637,2.7615
P0130,130,H350_129,4,1300.0,2003.25,2043,Hebei,subcritical,recirculating,subcritical:1.000,0.0,1300.0,0.0,1.85,2.7,0.2,0.36,0.0,True,39.9527554,116.8487413,inputs/plants_unit.csv,2025,121.95,False,1.85,2.31,2.01,4.51,3.65,4.34
P0131,131,H350_130,17,12300.0,2010.2941176470588,2050,Zhejiang,ultra-supercritical,once-through,ultra-supercritical:0.647;subcritical:0.235;supercritical:0.118,12300.0,0.0,0.0,0.35,0.3855,0.1317,0.2666,0.0,False,28.09249827647059,121.01437992352942,inputs/plants_unit.csv,2025,1.87,True,0.0,0.0,0.0,0.0,0.0,0.3855
P0132,132,H350_131,4,1720.0,2010.5,2050,Jilin,supercritical,Air,supercritical:0.500;subcritical:0.500,0.0,400.0,1320.0,0.7142,1.1202,0.1693,0.3216,0.7674,True,45.5797501,122.82737374999999,inputs/plants_unit.csv,2025,521.75,False,0.7142,0.6984,0.5902,1.3635,1.0867,1.6167
P0133,133,H350_132,12,6100.0,2017.9166666666667,2057,Anhui,ultra-supercritical,recirculating,ultra-supercritical:0.500;CFB:0.333;supercritical:0.167,3320.0,2780.0,0.0,1.0336,1.3017,0.1308,0.2658,0.0,True,32.906693999999995,116.06149366666666,inputs/plants_unit.csv,2025,365.03,False,1.0336,45.9345,0.7939,79.6846,1.4845,1.9923
